x;y
0;0
0.01977;15.71613
0.044018115;34.26247156
0.073564979;56.35443416
0.101596619;76.53721481
0.121294528;92.08341071
0.144022884;108.1750872
0.169024076;124.8122442
0.190994821;138.4492581
0.213723178;152.9044929
0.23872437;163.2686235
0.260695115;174.1782347
0.289484366;179.3603
0.31524317;179.3603
0.338729139;175.8146764
0.367518391;163.8141041
0.394034807;146.9042068
0.424339282;129.9943095
0.456158981;116.9027761
0.477372114;110.3570094
0.497070023;108.4478274
